Date_wise,Flight_No,Airlines_Name,Arrival/Departure,Departure_City_Code,Departure_City,Departure_Airport,Departure_Date,Departure_time_scheduled,Departure_time_Actual,Departure_terminal,Arrival_City_Code,Arrival_City,Arrival_Airport,Arrival_Date,Arrival_time_scheduled,Arrivial_time_Actual,Arrival_terminal,Flight_Status,Flight_Time_status,Flight_delay_by_time,Flight_time,Flight_distance,Aircraft_equipment_code,Aircraft_equipment_description
07-07-2022,6E 6212,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:10 IST,10:57 IST,1,MAA,Chennai,Chennai Airport,07-07-2022,12:10 IST,11:52 IST,1,Arrived,On time,,55m,166 mi,32N,Airbus A320neo
07-07-2022,I5 741,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:15 IST,11:36 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,13:55 IST,14:17 IST,3,Arrived,Delayed,22m,2h 41m,1062 mi,32N,Airbus A320neo
07-07-2022,6E 6144,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:25 IST,11:31 IST,1,TRV,Thiruvananthapuram,Trivandrum International Airport,07-07-2022,12:45 IST,12:40 IST,1,Arrived,On time,,1h 9m,331 mi,32Q,Airbus A321neo
07-07-2022,6E 133,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:25 IST,11:24 IST,1,IXZ,Port Blair,Port Blair Airport,07-07-2022,13:55 IST,14:01 IST,,Arrived,On time,,2h 37m,1019 mi,32N,Airbus A320neo
07-07-2022,UK 657,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:30 IST,11:37 IST,,IXC,Chandigarh,Chandigarh Airport,07-07-2022,14:35 IST,14:29 IST,,Arrived,On time,,2h 52m,1209 mi,32N,Airbus A320neo
07-07-2022,UK 816,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:30 IST,11:27 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,14:20 IST,14:06 IST,3,Arrived,On time,,2h 39m,1062 mi,,
07-07-2022,BA 5838,British Airways,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:30 IST,11:27 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,14:20 IST,14:06 IST,3,Arrived,On time,,2h 39m,1062 mi,,
07-07-2022,SQ 4746,Singapore Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:30 IST,11:27 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,14:20 IST,14:06 IST,3,Arrived,On time,,2h 39m,1062 mi,,
07-07-2022,6E 6507,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:35 IST,11:38 IST,1,RAJ,Rajkot,Civil Airport,07-07-2022,13:50 IST,13:36 IST,,Arrived,On time,,1h 58m,777 mi,32N,Airbus A320neo
07-07-2022,6E 869,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:45 IST,11:46 IST,1,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,14:40 IST,14:24 IST,1,Arrived,On time,,2h 38m,1062 mi,32Q,Airbus A321neo
07-07-2022,G8 43,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:45 IST,11:56 IST,1,MLE,Male,Velana International Airport,07-07-2022,13:30 +05,13:21 +05,,Arrived,On time,,1h 55m,685 mi,,
07-07-2022,W2 8836,FlexFlight,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:45 IST,11:56 IST,1,MLE,Male,Velana International Airport,07-07-2022,13:30 +05,13:21 +05,,Arrived,On time,,1h 55m,685 mi,32N,Airbus A320neo
07-07-2022,TRJ 625,TruJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:50 IST,,,IXX,Bidar,Bidar Airport,07-07-2022,13:20 IST,,,Unknown,blank,,,,ATR,ATR 42 / ATR 72
07-07-2022,6E 503,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,11:55 IST,11:57 IST,1,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,07-07-2022,14:20 IST,14:23 IST,,Arrived,On time,,2h 26m,960 mi,32N,Airbus A320neo
07-07-2022,6E 6535,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:00 IST,11:59 IST,1,BBI,Bhubaneswar,Biju Patnaik International Airport,07-07-2022,14:10 IST,14:27 IST,1,Arrived,Delayed,17m,2h 28m,724 mi,32A,Airbus A320 (sharklets)
07-07-2022,SG 493,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:05 IST,12:50 IST,1,DBR,Darbhanga,Darbhanga Airport,07-07-2022,15:20 IST,15:30 IST,,Arrived,On time,,2h 40m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
07-07-2022,I5 1781,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:15 IST,12:11 IST,,IXR,Ranchi,Birsa Munda Airport,07-07-2022,14:30 IST,14:25 IST,,Arrived,On time,,2h 14m,859 mi,32N,Airbus A320neo
07-07-2022,G8 401,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:20 IST,12:09 IST,1,IXR,Ranchi,Birsa Munda Airport,07-07-2022,14:40 IST,14:35 IST,,Arrived,On time,,2h 26m,859 mi,32N,Airbus A320neo
07-07-2022,6E 6595,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:20 IST,12:13 IST,1,AMD,Ahmedabad,Ahmedabad Airport,07-07-2022,14:30 IST,14:19 IST,1,Arrived,On time,,2h 6m,759 mi,,
07-07-2022,KL 3694,KLM,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:20 IST,12:13 IST,1,AMD,Ahmedabad,Ahmedabad Airport,07-07-2022,14:30 IST,14:19 IST,1,Arrived,On time,,2h 6m,759 mi,32N,Airbus A320neo
07-07-2022,6E 6379,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:20 IST,12:30 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,07-07-2022,13:50 IST,14:01 IST,2,Arrived,On time,,1h 31m,518 mi,32Q,Airbus A321neo
07-07-2022,CD 509,Alliance Air,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:25 IST,12:34 IST,,GBI,Gulbarga,Kalaburagi Airport,07-07-2022,13:55 IST,13:45 IST,,Arrived,On time,,1h 11m,288 mi,AT7,ATR 72
07-07-2022,SG 935,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:30 IST,,,RDP,Andal,Kazi Nazrul Islam Airport,07-07-2022,15:05 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
07-07-2022,6E 6366,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:30 IST,12:23 IST,1,VTZ,Vishakhapatnam,Vishakhapatnam Airport,07-07-2022,13:55 IST,13:53 IST,,Arrived,On time,,1h 30m,482 mi,32Q,Airbus A321neo
07-07-2022,6E 6491,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:35 IST,12:42 IST,1,HYD,Hyderabad,Rajiv Gandhi International Airport,07-07-2022,13:55 IST,13:44 IST,,Arrived,On time,,1h 2m,283 mi,32Q,Airbus A321neo
07-07-2022,BZ 534,Blue Dart Aviation,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:35 IST,,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,15:15 IST,,,Unknown,blank,,,,757,Boeing 757 Passenger
07-07-2022,SG 1035,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:40 IST,,,VTZ,Vishakhapatnam,Vishakhapatnam Airport,07-07-2022,14:40 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
07-07-2022,6E 465,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:40 IST,12:38 IST,1,STV,Surat Gujarat,Surat Gujarat Airport,07-07-2022,14:40 IST,14:28 IST,,Arrived,On time,,1h 50m,638 mi,32N,Airbus A320neo
07-07-2022,6E 6892,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:45 IST,12:49 IST,1,SAG,Shirdi,Shirdi Airport,07-07-2022,14:25 IST,14:21 IST,,Arrived,On time,,1h 32m,500 mi,32N,Airbus A320neo
07-07-2022,UK 867,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:45 IST,12:34 IST,,GOI,Goa,Dabolim Airport,07-07-2022,14:05 IST,13:51 IST,,Arrived,On time,,1h 17m,300 mi,,
07-07-2022,SQ 4783,Singapore Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:45 IST,12:34 IST,,GOI,Goa,Dabolim Airport,07-07-2022,14:05 IST,13:51 IST,,Arrived,On time,,1h 17m,300 mi,32N,Airbus A320neo
07-07-2022,I5 1426,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,12:50 IST,12:49 IST,,PNQ,Pune,Pune Airport,07-07-2022,14:15 IST,14:07 IST,,Arrived,On time,,1h 18m,449 mi,320,Airbus A320
07-07-2022,6E 7181,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:00 IST,13:35 IST,1,TCR,Tuticorin,Tuticorin Airport,07-07-2022,14:30 IST,15:08 IST,,Arrived,Delayed,38m,1h 33m,311 mi,AT7,ATR 72
07-07-2022,6E 6345,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:00 IST,13:02 IST,1,GOI,Goa,Dabolim Airport,07-07-2022,14:10 IST,14:23 IST,,Arrived,On time,,1h 21m,300 mi,32N,Airbus A320neo
07-07-2022,6E 959,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:05 IST,13:02 IST,1,IDR,Indore,Devi Ahilya Bai Holkar Airport,07-07-2022,14:55 IST,14:54 IST,,Arrived,On time,,1h 52m,670 mi,32Q,Airbus A321neo
07-07-2022,6E 703,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:10 IST,13:04 IST,1,COK,Kochi,Cochin International Airport,07-07-2022,14:15 IST,14:10 IST,1,Arrived,On time,,1h 6m,229 mi,32N,Airbus A320neo
07-07-2022,6E 196,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:20 IST,13:16 IST,1,LKO,Lucknow,Chaudhary Charan Singh International Airport,07-07-2022,15:45 IST,15:44 IST,2,Arrived,On time,,2h 28m,959 mi,32Q,Airbus A321neo
07-07-2022,AI 501,Air India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:20 IST,13:31 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,15:45 IST,16:01 IST,3,Arrived,Delayed,16m,2h 30m,1062 mi,32N,Airbus A320neo
07-07-2022,SG 768,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:30 IST,14:00 IST,1,PAT,Patna,Jay Prakash Narayan International Airport,07-07-2022,16:10 IST,16:42 IST,,Arrived,Delayed,32m,2h 42m,982 mi,7M8,Boeing 737MAX 8 Passenger
07-07-2022,I5 1453,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:40 IST,13:34 IST,,GOI,Goa,Dabolim Airport,07-07-2022,14:45 IST,14:38 IST,,Arrived,On time,,1h 4m,300 mi,32A,Airbus A320 (sharklets)
07-07-2022,6E 172,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:40 IST,13:45 IST,1,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,07-07-2022,16:05 IST,16:20 IST,,Arrived,Delayed,15m,2h 35m,960 mi,32N,Airbus A320neo
07-07-2022,6E 2401,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,13:55 IST,13:58 IST,1,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,16:40 IST,16:51 IST,2,Arrived,On time,,2h 53m,1062 mi,32N,Airbus A320neo
07-07-2022,6E 5351,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:05 IST,14:29 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,07-07-2022,15:35 IST,16:13 IST,1,Arrived,Delayed,38m,1h 44m,518 mi,32Q,Airbus A321neo
07-07-2022,6E 6753,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:10 IST,16:55 IST,1,NAG,Nagpur,Dr. Babasaheb Ambedkar International Airport,07-07-2022,15:50 IST,18:35 IST,,Arrived,Delayed,2h 45m,1h 40m,552 mi,32N,Airbus A320neo
07-07-2022,I5 1562,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:20 IST,14:13 IST,,BBI,Bhubaneswar,Biju Patnaik International Airport,07-07-2022,16:20 IST,16:37 IST,2,Arrived,Delayed,17m,2h 24m,724 mi,32A,Airbus A320 (sharklets)
07-07-2022,I5 972,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:25 IST,14:21 IST,,HYD,Hyderabad,Rajiv Gandhi International Airport,07-07-2022,15:40 IST,15:28 IST,,Arrived,On time,,1h 7m,283 mi,320,Airbus A320
07-07-2022,SG 585,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:30 IST,,,SXR,Srinagar,Srinagar International Airport,07-07-2022,18:00 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
07-07-2022,6E 6037,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:30 IST,14:28 IST,1,CNN,Kannur,Kannur International Airport,07-07-2022,15:20 IST,15:28 IST,,Arrived,On time,,1h,170 mi,32N,Airbus A320neo
07-07-2022,O2G 131,Star Air,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:35 IST,,,JGA,Jamnagar,Govardhanpur Airport,07-07-2022,16:55 IST,,,Unknown,blank,,,,ERJ,Embraer RJ135 / RJ140 / RJ145
07-07-2022,6E 841,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:50 IST,14:46 IST,1,MAA,Chennai,Chennai Airport,07-07-2022,15:55 IST,15:37 IST,1,Arrived,On time,,51m,166 mi,32N,Airbus A320neo
07-07-2022,6E 2514,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,14:55 IST,15:00 IST,1,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,17:45 IST,18:03 IST,2,Arrived,Delayed,18m,3h 3m,1062 mi,32N,Airbus A320neo
07-07-2022,6E 7223,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:00 IST,14:50 IST,1,VGA,Vijayawada,Vijayawada Airport,07-07-2022,16:30 IST,16:26 IST,,Arrived,On time,,1h 36m,309 mi,AT7,ATR 72
07-07-2022,SG 4005,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:05 IST,14:43 IST,1,SAG,Shirdi,Shirdi Airport,07-07-2022,17:15 IST,16:53 IST,,Arrived,On time,,2h 10m,500 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
07-07-2022,6E 7285,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:05 IST,15:03 IST,1,IXG,Belgaum,Belgaum Airport,07-07-2022,16:30 IST,16:41 IST,,Arrived,On time,,1h 38m,277 mi,AT7,ATR 72
07-07-2022,6E 6992,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:05 IST,15:10 IST,1,CJB,Coimbatore,Coimbatore International Airport,07-07-2022,16:00 IST,16:01 IST,,Arrived,On time,,51m,157 mi,32Q,Airbus A321neo
07-07-2022,6E 7231,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:10 IST,15:21 IST,1,RJA,Rajahmundry,Rajahmundry Airport,07-07-2022,17:20 IST,17:02 IST,1,Arrived,On time,,1h 41m,385 mi,AT7,ATR 72
07-07-2022,SG 3998,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:20 IST,,,PNY,Puducherry,Puducherry Airport,07-07-2022,16:10 IST,,,Cancelled,blank,,,,DH8,De Havilland (Bombardier) DHC-8 Dash 8
07-07-2022,6E 6572,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:25 IST,15:30 IST,1,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,07-07-2022,18:00 IST,18:02 IST,,Arrived,On time,,2h 32m,960 mi,32N,Airbus A320neo
07-07-2022,6E 317,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:30 IST,16:12 IST,1,IXE,Mangalore,Mangalore Airport,07-07-2022,16:25 IST,17:07 IST,,Arrived,Delayed,42m,55m,190 mi,32Q,Airbus A321neo
07-07-2022,6E 9823,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:30 IST,15:38 IST,1,AUH,Abu Dhabi,Abu Dhabi International Airport,07-07-2022,18:00 +04,17:54 +04,,Arrived,On time,,3h 46m,1692 mi,32N,Airbus A320neo
07-07-2022,6E 469,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:35 IST,15:31 IST,1,JAI,Jaipur,Jaipur Airport,07-07-2022,18:05 IST,18:00 IST,2,Arrived,On time,,2h 29m,949 mi,32N,Airbus A320neo
07-07-2022,TRJ 621,TruJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:35 IST,,,VDY,Vijaynagar,Jindal Airport,07-07-2022,16:55 IST,,,Unknown,blank,,,,ATR,ATR 42 / ATR 72
07-07-2022,G8 544,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:35 IST,15:23 IST,1,HYD,Hyderabad,Rajiv Gandhi International Airport,07-07-2022,16:45 IST,16:28 IST,,Arrived,On time,,1h 5m,283 mi,,
07-07-2022,W2 9063,FlexFlight,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:35 IST,15:23 IST,1,HYD,Hyderabad,Rajiv Gandhi International Airport,07-07-2022,16:45 IST,16:28 IST,,Arrived,On time,,1h 5m,283 mi,32N,Airbus A320neo
07-07-2022,WY 284,Oman Air,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:40 IST,15:40 IST,,MCT,Muscat,Muscat International Airport,07-07-2022,17:45 +04,17:15 +04,,Arrived,On time,,3h 5m,1460 mi,7M8,Boeing 737MAX 8 Passenger
07-07-2022,G8 285,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:45 IST,15:56 IST,1,GOI,Goa,Dabolim Airport,07-07-2022,16:55 IST,17:05 IST,,Arrived,On time,,1h 9m,300 mi,32N,Airbus A320neo
07-07-2022,6E 6067,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:45 IST,16:04 IST,1,HYD,Hyderabad,Rajiv Gandhi International Airport,07-07-2022,16:55 IST,17:10 IST,,Arrived,Delayed,15m,1h 6m,283 mi,32N,Airbus A320neo
07-07-2022,6E 6502,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,15:55 IST,16:33 IST,1,TRV,Thiruvananthapuram,Trivandrum International Airport,07-07-2022,17:15 IST,17:43 IST,1,Arrived,Delayed,28m,1h 10m,331 mi,32N,Airbus A320neo
07-07-2022,SG 320,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:05 IST,,,JRG,Jharsuguda,Veer Surendra Sai Airport,07-07-2022,17:50 IST,,,Cancelled,blank,,,,737,Boeing 737 Passenger
07-07-2022,6E 978,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:10 IST,16:26 IST,1,RPR,Raipur,Swami Vivekananda Airport,07-07-2022,18:00 IST,18:14 IST,,Arrived,On time,,1h 48m,612 mi,32A,Airbus A320 (sharklets)
07-07-2022,6E 602,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:20 IST,16:48 IST,1,COK,Kochi,Cochin International Airport,07-07-2022,17:20 IST,17:47 IST,1,Arrived,Delayed,27m,59m,229 mi,32N,Airbus A320neo
07-07-2022,6E 2147,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:30 IST,16:43 IST,1,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,19:15 IST,19:23 IST,2,Arrived,On time,,2h 40m,1062 mi,,
07-07-2022,AA 7126,American Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:30 IST,16:43 IST,1,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,19:15 IST,19:23 IST,2,Arrived,On time,,2h 40m,1062 mi,32Q,Airbus A321neo
07-07-2022,G8 403,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:30 IST,16:30 IST,,VNS,Varanasi,Lal Bahadur Shastri International Airport,07-07-2022,19:00 IST,19:00 IST,,Cancelled,blank,,,,32A,Airbus A320 (sharklets)
07-07-2022,UK 553,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:45 IST,16:35 IST,,PNQ,Pune,Pune Airport,07-07-2022,18:20 IST,17:51 IST,,Arrived,On time,,1h 16m,449 mi,32N,Airbus A320neo
07-07-2022,6E 969,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:45 IST,16:41 IST,1,VTZ,Vishakhapatnam,Vishakhapatnam Airport,07-07-2022,18:15 IST,18:08 IST,,Arrived,On time,,1h 27m,482 mi,32N,Airbus A320neo
07-07-2022,6E 5251,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:50 IST,16:53 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,07-07-2022,18:30 IST,18:34 IST,1,Arrived,On time,,1h 41m,518 mi,32Q,Airbus A321neo
07-07-2022,6E 968,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:50 IST,16:58 IST,1,VNS,Varanasi,Lal Bahadur Shastri International Airport,07-07-2022,19:15 IST,19:21 IST,,Arrived,On time,,2h 23m,910 mi,32N,Airbus A320neo
07-07-2022,6E 7218,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,16:55 IST,16:55 IST,1,IXM,Madurai,Madurai Airport,07-07-2022,18:30 IST,18:03 IST,1,Arrived,On time,,1h 8m,234 mi,AT7,ATR 72
07-07-2022,G8 320,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:00 IST,18:00 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,07-07-2022,18:45 IST,19:49 IST,1,Arrived,Delayed,1h 4m,1h 49m,518 mi,32N,Airbus A320neo
07-07-2022,AI 503,Air India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:00 IST,17:24 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,19:50 IST,19:51 IST,3,Arrived,On time,,2h 27m,1062 mi,32N,Airbus A320neo
07-07-2022,AI 993,Air India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:00 IST,17:18 IST,,GOI,Goa,Dabolim Airport,07-07-2022,18:15 IST,18:35 IST,,Arrived,Delayed,20m,1h 17m,300 mi,32N,Airbus A320neo
07-07-2022,SG 3008,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:00 IST,,,IXE,Mangalore,Mangalore Airport,07-07-2022,18:10 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
07-07-2022,6E 528,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:05 IST,17:08 IST,1,PNQ,Pune,Pune Airport,07-07-2022,18:25 IST,18:34 IST,,Arrived,On time,,1h 26m,449 mi,32N,Airbus A320neo
07-07-2022,I5 1455,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:10 IST,17:03 IST,,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,07-07-2022,19:50 IST,19:44 IST,,Arrived,On time,,2h 41m,960 mi,32A,Airbus A320 (sharklets)
07-07-2022,6E 7162,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:15 IST,17:37 IST,1,HBX,Hubli,Hubli Airport,07-07-2022,18:40 IST,18:56 IST,,Arrived,Delayed,16m,1h 19m,230 mi,AT7,ATR 72
07-07-2022,6E 356,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:25 IST,17:31 IST,1,MAA,Chennai,Chennai Airport,07-07-2022,18:30 IST,18:34 IST,1,Arrived,On time,,1h 3m,166 mi,32N,Airbus A320neo
07-07-2022,6E 109,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:30 IST,17:23 IST,1,IXE,Mangalore,Mangalore Airport,07-07-2022,18:20 IST,18:21 IST,,Arrived,On time,,58m,190 mi,32N,Airbus A320neo
07-07-2022,RA 226,Nepal Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:30 IST,19:14 IST,,KTM,Kathmandu,Tribhuvan International Airport,07-07-2022,20:45 +0545,22:15 +0545,,Arrived,Delayed,1h 30m,2h 46m,1117 mi,32A,Airbus A320 (sharklets)
07-07-2022,SG 538,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:30 IST,17:45 IST,1,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,07-07-2022,20:00 IST,20:20 IST,,Arrived,Delayed,20m,2h 35m,960 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
07-07-2022,6E 239,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:40 IST,17:47 IST,1,AMD,Ahmedabad,Ahmedabad Airport,07-07-2022,19:40 IST,19:58 IST,1,Arrived,Delayed,18m,2h 11m,759 mi,32Q,Airbus A321neo
07-07-2022,6E 6798,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:45 IST,17:50 IST,1,IXR,Ranchi,Birsa Munda Airport,07-07-2022,20:15 IST,20:14 IST,,Arrived,On time,,2h 24m,859 mi,32A,Airbus A320 (sharklets)
07-07-2022,UK 820,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:45 IST,18:15 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,20:20 IST,21:21 IST,3,Arrived,Delayed,1h 1m,3h 6m,1062 mi,,
07-07-2022,SQ 4760,Singapore Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:45 IST,18:15 IST,,DEL,Delhi,Indira Gandhi International Airport,07-07-2022,20:20 IST,21:21 IST,3,Arrived,Delayed,1h 1m,3h 6m,1062 mi,32Q,Airbus A321neo
07-07-2022,6E 738,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:50 IST,17:50 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,07-07-2022,19:30 IST,19:25 IST,2,Arrived,On time,,1h 35m,518 mi,32A,Airbus A320 (sharklets)
07-07-2022,G8 241,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,07-07-2022,17:50 IST,18:02 IST,1,PNQ,Pune,Pune Airport,07-07-2022,19:05 IST,19:26 IST,,Arrived,Delayed,21m,1h 24m,449 mi,32N,Airbus A320neo
